id,category
cifar100_nl/img/test/mruHAFwpmq.png,sunflower
cifar100_nl/img/test/VBTiYdTrpS.png,oak_tree
cifar100_nl/img/test/WXkIoATuaj.png,skunk
cifar100_nl/img/test/QpfrOCauag.png,caterpillar
cifar100_nl/img/test/DUBnzjUPFm.png,orange
cifar100_nl/img/test/qDqcbpflPf.png,bowl
cifar100_nl/img/test/fOWfktwzwz.png,seal
cifar100_nl/img/test/wXCInWykUK.png,oak_tree
cifar100_nl/img/test/vWBFuMhZRy.png,cockroach
cifar100_nl/img/test/AHulAWqwLQ.png,skunk
cifar100_nl/img/test/yrQbljttIV.png,seal
cifar100_nl/img/test/vKDJFNfcvy.png,whale
cifar100_nl/img/test/EyvAGRMffO.png,bottle
cifar100_nl/img/test/MrVjSWQODG.png,sea
cifar100_nl/img/test/BdkoGCGhmp.png,plate
cifar100_nl/img/test/yjACqAjOhR.png,tiger
cifar100_nl/img/test/GbXwicESCz.png,boy
cifar100_nl/img/test/SqwPpaFoWz.png,skyscraper
cifar100_nl/img/test/wyAdGMGpqa.png,ray
cifar100_nl/img/test/cCYyundFyj.png,couch
cifar100_nl/img/test/enIIOvsQob.png,ray
cifar100_nl/img/test/uUkHxMXlFi.png,camel
cifar100_nl/img/test/SovpOrPcry.png,orange
cifar100_nl/img/test/fhgjbxNKHE.png,rabbit
cifar100_nl/img/test/pseTmdHWTg.png,dolphin
cifar100_nl/img/test/Byuajmsofi.png,rocket
cifar100_nl/img/test/OWXztSXoQy.png,shrew
cifar100_nl/img/test/TsRQjXKvKu.png,mushroom
cifar100_nl/img/test/fKGRqPCoUf.png,otter
cifar100_nl/img/test/oByyuxttxo.png,bridge
cifar100_nl/img/test/byDnjKupoz.png,sweet_pepper
cifar100_nl/img/test/EHpbnbGVVq.png,camel
cifar100_nl/img/test/KmzFVuOzDT.png,motorcycle
cifar100_nl/img/test/xlWSGuabdM.png,beetle
cifar100_nl/img/test/QodytNehgU.png,sweet_pepper
