cifar100/img/train/bos_taurus_s_000507.png,cattle
cifar100/img/train/stegosaurus_s_000125.png,dinosaur
cifar100/img/train/mcintosh_s_000643.png,apple
cifar100/img/train/altar_boy_s_001435.png,boy
cifar100/img/train/cichlid_s_000031.png,aquarium_fish
cifar100/img/train/phone_s_002161.png,telephone
cifar100/img/train/car_train_s_000043.png,train
cifar100/img/train/beaker_s_000604.png,cup
cifar100/img/train/fog_s_000397.png,cloud
cifar100/img/train/rogue_elephant_s_000421.png,elephant
cifar100/img/train/computer_keyboard_s_000757.png,keyboard
cifar100/img/train/willow_tree_s_000645.png,willow_tree
cifar100/img/train/sunflower_s_000549.png,sunflower
cifar100/img/train/palace_s_000759.png,castle
cifar100/img/train/adriatic_s_001782.png,sea
cifar100/img/train/computer_keyboard_s_001277.png,keyboard
cifar100/img/train/bike_s_000682.png,bicycle
cifar100/img/train/wolf_pup_s_001323.png,wolf
cifar100/img/train/squirrel_s_002467.png,squirrel
cifar100/img/train/sea_s_000678.png,sea
cifar100/img/train/shrew_s_002233.png,shrew
cifar100/img/train/pine_tree_s_000087.png,pine_tree
cifar100/img/train/rose_s_000373.png,rose
cifar100/img/train/surveillance_system_s_000769.png,television
cifar100/img/train/pine_s_001533.png,pine_tree
cifar100/img/train/table_s_000897.png,table
cifar100/img/train/opossum_s_001237.png,possum
cifar100/img/train/quercus_alba_s_000257.png,oak_tree
cifar100/img/train/leopard_s_000414.png,leopard
cifar100/img/train/possum_s_002195.png,possum
cifar100/img/train/bike_s_000127.png,bicycle
cifar100/img/train/balmoral_castle_s_000361.png,castle
cifar100/img/train/acer_saccharinum_s_000646.png,maple_tree
cifar100/img/train/lapin_s_000916.png,rabbit
cifar100/img/train/chimp_s_001419.png,chimpanzee
cifar100/img/train/clock_s_002291.png,clock
cifar100/img/train/streetcar_s_000663.png,streetcar
cifar100/img/train/male_child_s_000800.png,boy
cifar100/img/train/oriental_cockroach_s_000650.png,cockroach
cifar100/img/train/breakfast_table_s_001135.png,table
cifar100/img/train/coluber_constrictor_s_000067.png,snake
cifar100/img/train/lobster_s_000034.png,lobster
cifar100/img/train/mount_s_002852.png,mountain
cifar100/img/train/wolf_pup_s_001277.png,wolf
cifar100/img/train/areca_s_000244.png,palm_tree
cifar100/img/train/skyscraper_s_000180.png,skyscraper
cifar100/img/train/boy_s_001150.png,boy
cifar100/img/train/train_s_001640.png,train
cifar100/img/train/tractor_s_001723.png,tractor
cifar100/img/train/snake_s_000046.png,snake
cifar100/img/train/shortfin_mako_s_000172.png,shark
cifar100/img/train/butterfly_s_001371.png,butterfly
cifar100/img/train/television_s_000158.png,television
cifar100/img/train/beer_bottle_s_001063.png,bottle
cifar100/img/train/adriatic_s_002075.png,sea
cifar100/img/train/honeybee_s_001911.png,bee
cifar100/img/train/red_maple_s_000275.png,maple_tree
cifar100/img/train/reclining_chair_s_001157.png,chair
cifar100/img/train/black_woman_s_001310.png,woman
cifar100/img/train/silver_maple_s_001664.png,maple_tree
cifar100/img/train/syrian_hamster_s_000340.png,hamster
cifar100/img/train/otter_s_000259.png,otter
cifar100/img/train/seal_s_001773.png,seal
cifar100/img/train/panthera_leo_s_000068.png,lion
cifar100/img/train/morchella_esculenta_s_000159.png,mushroom
cifar100/img/train/female_child_s_000292.png,girl
cifar100/img/train/bell_pepper_s_001100.png,sweet_pepper
cifar100/img/train/forest_s_001702.png,forest
cifar100/img/train/crocodile_s_002505.png,crocodile
cifar100/img/train/valencia_orange_s_000087.png,orange
cifar100/img/train/tulip_s_000253.png,tulip
cifar100/img/train/mus_musculus_s_000005.png,mouse
cifar100/img/train/arabian_camel_s_000259.png,camel
cifar100/img/train/tractor_s_000104.png,tractor
cifar100/img/train/hamster_s_001554.png,hamster
cifar100/img/train/caterpillar_s_001005.png,caterpillar
cifar100/img/train/bulldozer_s_000433.png,tractor
cifar100/img/train/man_s_000841.png,man
cifar100/img/train/woods_s_000031.png,forest
cifar100/img/train/leopard_s_000033.png,leopard
cifar100/img/train/keyboard_s_000092.png,keyboard
cifar100/img/train/possum_s_000413.png,possum
cifar100/img/train/skunk_s_000825.png,skunk
cifar100/img/train/kangaroo_s_002457.png,kangaroo
cifar100/img/train/cirrocumulus_s_001397.png,cloud
cifar100/img/train/panthera_pardus_s_000593.png,leopard
cifar100/img/train/raccoon_s_002740.png,raccoon
cifar100/img/train/garden_snail_s_000513.png,snail
cifar100/img/train/mount_s_000051.png,mountain
cifar100/img/train/caterpillar_s_000450.png,caterpillar
cifar100/img/train/man_s_000737.png,man
cifar100/img/train/camel_s_000876.png,camel
cifar100/img/train/girl_s_001964.png,girl
cifar100/img/train/minuteman_s_000073.png,rocket
cifar100/img/train/fin_whale_s_000110.png,whale
cifar100/img/train/sweet_pepper_s_000921.png,sweet_pepper
cifar100/img/train/manual-skunk007.png,skunk
cifar100/img/train/nematode_s_000034.png,worm
cifar100/img/train/shark_s_002026.png,shark
cifar100/img/train/marine_turtle_s_000339.png,turtle
cifar100/img/train/river_otter_s_000028.png,otter
cifar100/img/train/computer_keyboard_s_000598.png,keyboard
cifar100/img/train/castor_fiber_s_000167.png,beaver
cifar100/img/train/timber_wolf_s_000489.png,wolf
cifar100/img/train/dessert_plate_s_000192.png,plate
cifar100/img/train/turtle_s_000005.png,turtle
cifar100/img/train/mushroom_s_001005.png,mushroom
cifar100/img/train/icbm_s_000392.png,rocket
cifar100/img/train/wine_palm_s_000123.png,palm_tree
cifar100/img/train/breakfast_table_s_000153.png,table
cifar100/img/train/pinon_pine_s_001228.png,pine_tree
cifar100/img/train/didelphis_virginiana_s_000042.png,possum
cifar100/img/train/armoire_s_000081.png,wardrobe
cifar100/img/train/beaver_s_001511.png,beaver
cifar100/img/train/boy_s_000081.png,boy
cifar100/img/train/forest_s_001481.png,forest
cifar100/img/train/route_s_002291.png,road
cifar100/img/train/kangaroo_s_001956.png,kangaroo
cifar100/img/train/chaise_s_001222.png,chair
cifar100/img/train/forest_s_000144.png,forest
cifar100/img/train/fox_s_001040.png,fox
cifar100/img/train/flatfish_s_000465.png,flatfish
cifar100/img/train/man_s_000985.png,man
cifar100/img/train/bitter_orange_s_000905.png,orange
cifar100/img/train/tiger_s_001271.png,tiger
cifar100/img/train/eagle_ray_s_000171.png,ray
cifar100/img/train/rose_s_001917.png,rose
cifar100/img/train/possum_s_000350.png,possum
cifar100/img/train/temple_orange_s_000014.png,orange
cifar100/img/train/opossum_s_000065.png,possum
cifar100/img/train/cycle_s_002598.png,bicycle
cifar100/img/train/salix_alba_s_000332.png,willow_tree
cifar100/img/train/television_system_s_001769.png,television
