id,category
cifar100/img/test/sLjiGaDIWZ.png,maple_tree
cifar100/img/test/KKZwiHMpuz.png,dolphin
cifar100/img/test/AmNLqMVqab.png,castle
cifar100/img/test/UlmTjPXVLs.png,leopard
cifar100/img/test/NpzDQSwnpP.png,seal
cifar100/img/test/RESkKQPsLW.png,motorcycle
cifar100/img/test/dFFOKYlAND.png,castle
cifar100/img/test/vBqJLuWZXV.png,sweet_pepper
cifar100/img/test/NicajaUqdt.png,cup
cifar100/img/test/HBvTBOlBGG.png,rose
cifar100/img/test/HfVauVTUri.png,cup
cifar100/img/test/dDzkuXaeWR.png,mountain
cifar100/img/test/kLcVAFesbk.png,chimpanzee
cifar100/img/test/NwhqaWSecp.png,skunk
cifar100/img/test/EfPVTwiwRy.png,sunflower
cifar100/img/test/ltwIKckCuk.png,girl
cifar100/img/test/impEApfvGJ.png,leopard
cifar100/img/test/DcGVPyHpzq.png,sweet_pepper
cifar100/img/test/NZewXHfqir.png,caterpillar
cifar100/img/test/zEfCdVwOQr.png,worm
cifar100/img/test/BuRQvoxeIi.png,turtle
cifar100/img/test/CasuqhChvc.png,squirrel
cifar100/img/test/ayiXLHkUBe.png,kangaroo
cifar100/img/test/qFadNBNVyu.png,hamster
cifar100/img/test/eOsqcpaeIA.png,cattle
cifar100/img/test/rmooCGNiKc.png,dolphin
cifar100/img/test/ABPFLaCkRu.png,road
cifar100/img/test/FjCnoghApc.png,tulip
cifar100/img/test/EhnTNdtIoE.png,couch
cifar100/img/test/RoQWkvAwKK.png,tank
cifar100/img/test/FcNqKLPPsM.png,snail
cifar100/img/test/AbdqdQkrma.png,streetcar
cifar100/img/test/gUjvRvRJJQ.png,wardrobe
cifar100/img/test/XPQOwmKQoY.png,leopard
cifar100/img/test/SSPAMebtBr.png,streetcar
cifar100/img/test/caANfjbmdV.png,cloud
cifar100/img/test/IchrHRNFHW.png,pickup_truck
cifar100/img/test/sGKUCoauSM.png,mountain
cifar100/img/test/KfgjoktHjg.png,lion
cifar100/img/test/gdQiarcsJh.png,clock
cifar100/img/test/TDbjFYugHY.png,lawn_mower
cifar100/img/test/jVJAVVOFoP.png,keyboard
cifar100/img/test/ksRUIIiSEk.png,trout
cifar100/img/test/qOYTjVojBk.png,couch
cifar100/img/test/lNnXrkvLnp.png,orange
cifar100/img/test/BDHnmFSZQH.png,dolphin
cifar100/img/test/vEmiaGPEZI.png,caterpillar
cifar100/img/test/UVJwavDWHR.png,forest
cifar100/img/test/tdhRxhlLGy.png,couch
cifar100/img/test/OjyYhuyLVr.png,raccoon
cifar100/img/test/acpkDHsRpZ.png,dolphin
cifar100/img/test/WjKbfjuKsy.png,skunk
cifar100/img/test/VtDEbmkIIV.png,castle
cifar100/img/test/sMxYwdRmvH.png,snail
cifar100/img/test/hudyiSoIgp.png,girl
cifar100/img/test/HMUUqMHgdw.png,beetle
cifar100/img/test/HXojQRxpKH.png,wardrobe
cifar100/img/test/CPzmVDhvZg.png,worm
cifar100/img/test/VJblNiZWFH.png,cattle
cifar100/img/test/fHdEwOHDiO.png,cup
cifar100/img/test/vpPIDVZSfB.png,television
cifar100/img/test/dxUxeoWQMg.png,wardrobe
cifar100/img/test/ehatSbUWEc.png,lawn_mower
cifar100/img/test/wyZqLcWvuQ.png,streetcar
cifar100/img/test/qlvBzosGSf.png,snail
cifar100/img/test/aOYcCSbJhT.png,clock
cifar100/img/test/TvnXsotrha.png,camel
cifar100/img/test/cIzjBUABXf.png,turtle
cifar100/img/test/jZlvrxpPvK.png,tiger
cifar100/img/test/sfMIiWPotI.png,turtle
cifar100/img/test/GNmbMPoiUD.png,skunk
cifar100/img/test/yBrVuKCkWX.png,woman
cifar100/img/test/vvaRPwraCV.png,bicycle
cifar100/img/test/xoPhyQeOxu.png,tiger
cifar100/img/test/dRtDBXIYkS.png,crab
cifar100/img/test/lOgiysNVIX.png,squirrel
cifar100/img/test/jLaxQoAlIu.png,clock
cifar100/img/test/ZwjHhNBVPn.png,spider
cifar100/img/test/PoYoPHfsNv.png,rabbit
cifar100/img/test/grWBbqriwR.png,orchid
cifar100/img/test/uqijeGKcIW.png,turtle
cifar100/img/test/PIFyLyRmqd.png,television
cifar100/img/test/mmsJaiIqBY.png,wardrobe
cifar100/img/test/uNWmPLrQWM.png,sunflower
cifar100/img/test/XLIJxvhxsm.png,clock
cifar100/img/test/egaqaMQNiv.png,lamp
cifar100/img/test/YXcXXolmNv.png,streetcar
cifar100/img/test/auEfYmcTdv.png,wardrobe
cifar100/img/test/ikxvabNbnp.png,mountain
cifar100/img/test/fBmhfZbwtm.png,turtle
cifar100/img/test/PoIeKOGOhR.png,maple_tree
cifar100/img/test/KQOBXSFTEn.png,lion
cifar100/img/test/ovdjTFctjp.png,porcupine
cifar100/img/test/VOBThUmqBi.png,bottle
cifar100/img/test/gNRhPuKlCg.png,bus
cifar100/img/test/LSHYDFnxZE.png,keyboard
cifar100/img/test/YcooxiyjtP.png,dinosaur
cifar100/img/test/eFLSOjcgSC.png,palm_tree
cifar100/img/test/MreRAyYihV.png,bee
cifar100/img/test/aEameOvtjd.png,palm_tree
cifar100/img/test/TncQzXNAQJ.png,dinosaur
cifar100/img/test/UpalHKIEsR.png,plate
cifar100/img/test/yhvNTaDNIo.png,sweet_pepper
cifar100/img/test/OiwsqXppJw.png,woman
cifar100/img/test/PYzPwilUCB.png,bicycle
cifar100/img/test/CfWLteQocf.png,baby
cifar100/img/test/NumzvSxiZx.png,mountain
cifar100/img/test/jSBlDAZmkF.png,bed
cifar100/img/test/DOTDjKJzFQ.png,orchid
cifar100/img/test/tvDPGHLFiz.png,camel
cifar100/img/test/tnYYpmaRKK.png,skunk
cifar100/img/test/EhzjYXhAbp.png,porcupine
cifar100/img/test/RQpTalCuBU.png,tractor
cifar100/img/test/hMvNaEGwWa.png,skyscraper
cifar100/img/test/FVjkvkevdX.png,lion
cifar100/img/test/eJjKkuhZTf.png,leopard
cifar100/img/test/wQZxhcvFQW.png,maple_tree
cifar100/img/test/LiUeSiqeaO.png,whale
cifar100/img/test/hbYcPERHAg.png,wardrobe
cifar100/img/test/DacHuehAXG.png,aquarium_fish
cifar100/img/test/bNKRzQCmOP.png,cockroach
cifar100/img/test/dqQBgwOmjv.png,orchid
cifar100/img/test/pntfjaDexH.png,possum
cifar100/img/test/FeDlkoZIlJ.png,table
cifar100/img/test/oxWinyzlpy.png,maple_tree
cifar100/img/test/xemdarIGQC.png,rabbit
cifar100/img/test/hgqBxGyQHD.png,girl
cifar100/img/test/AdgkDwDlDy.png,baby
cifar100/img/test/WhvwgpCaRY.png,lion
cifar100/img/test/AFxirCGmoJ.png,turtle
cifar100/img/test/jmmvBNUojZ.png,woman
cifar100/img/test/eZHIEopQcj.png,elephant
cifar100/img/test/OVPzEMPKOH.png,aquarium_fish
cifar100/img/test/EjQdCcWTxW.png,tiger
cifar100/img/test/TVzNDAvyxe.png,trout
cifar100/img/test/LpkBVUuedO.png,trout
cifar100/img/test/KYtkWCZlpM.png,cup
cifar100/img/test/PRpYZGsTeY.png,snail
cifar100/img/test/wryslBGsvD.png,rose
cifar100/img/test/fKVaKvwZXQ.png,spider
cifar100/img/test/HakCCYgwIv.png,rabbit
cifar100/img/test/pxyfSPkRkW.png,sunflower
cifar100/img/test/ZNAqxXLiua.png,woman
cifar100/img/test/bXfcwdtEVV.png,skunk
cifar100/img/test/OSIEmHYCdm.png,road
cifar100/img/test/IKSMCsVval.png,apple
cifar100/img/test/LqCzmACHdd.png,maple_tree
cifar100/img/test/mlzNqQcrEE.png,shrew
cifar100/img/test/KbAedCxxDc.png,butterfly
cifar100/img/test/QzHzlmFOcS.png,cockroach
cifar100/img/test/swiNsNnycm.png,cup
cifar100/img/test/FnMuOkqvOC.png,dolphin
cifar100/img/test/iZXMKEkuoD.png,mushroom
cifar100/img/test/XHzVcAzoST.png,sweet_pepper
cifar100/img/test/iUyFwQXncl.png,baby
cifar100/img/test/zzbKbtYaGZ.png,baby
cifar100/img/test/zshzQwQkhx.png,trout
cifar100/img/test/mQGpSWcZVv.png,lizard
cifar100/img/test/xSLTYIegqs.png,girl
cifar100/img/test/YvCohFPRCl.png,lion
cifar100/img/test/HEDbRTyonH.png,castle
cifar100/img/test/kTkyKJJTCu.png,keyboard
cifar100/img/test/cnEUyZkDbc.png,plate
cifar100/img/test/KwfkzZqmgu.png,couch
cifar100/img/test/hlMypabsxF.png,plate
cifar100/img/test/yVHljsksJb.png,orange
cifar100/img/test/PtGmpMLlKm.png,worm
cifar100/img/test/TPCxessacT.png,bed
cifar100/img/test/tphvAsAGFW.png,cup
cifar100/img/test/yyqIQwDVOZ.png,palm_tree
cifar100/img/test/bOrfWrEeVJ.png,wardrobe
cifar100/img/test/XiJtPVOQLZ.png,woman
cifar100/img/test/RPcQIkajiW.png,lobster
cifar100/img/test/GupwDmttID.png,lamp
cifar100/img/test/ZuRxaTKFRq.png,trout
cifar100/img/test/OSRdqmUMdD.png,television
cifar100/img/test/pnajenKnkU.png,lobster
cifar100/img/test/QzdOcQgQJD.png,sweet_pepper
cifar100/img/test/kuSsGevCDM.png,lizard
cifar100/img/test/gfOrdhnpWQ.png,otter
cifar100/img/test/PrLQkekxtf.png,lizard
cifar100/img/test/JQXtnjuDhm.png,woman
cifar100/img/test/fyXeVhoOuB.png,dolphin
cifar100/img/test/eJdKGaRanR.png,palm_tree
cifar100/img/test/xxpMbLkbqD.png,skyscraper
cifar100/img/test/uGypjmiwKY.png,ray
cifar100/img/test/YLGPgJqkaR.png,raccoon
cifar100/img/test/qnZjPaGZmM.png,shrew
cifar100/img/test/HSQGFkHzsC.png,cloud
cifar100/img/test/ZSSTGDQaEH.png,worm
cifar100/img/test/sOoLyOfkZZ.png,palm_tree
cifar100/img/test/HGRIYQcnbh.png,wardrobe
cifar100/img/test/hCQDiWMACf.png,camel
cifar100/img/test/xSrAkiMXYy.png,road
cifar100/img/test/tAVhnnZVen.png,tractor
cifar100/img/test/hEdWmyYdgY.png,girl
cifar100/img/test/BMfTGfQRms.png,lawn_mower
cifar100/img/test/BZozKjxhwM.png,orchid
cifar100/img/test/faMpCbjFSi.png,chimpanzee
cifar100/img/test/QtnZFggQQu.png,dolphin
cifar100/img/test/NOTlKseikq.png,lizard
cifar100/img/test/BDzgaIOylB.png,camel
cifar100/img/test/AcsKiBBWzy.png,beaver
cifar100/img/test/BvYTMQONaw.png,rabbit
cifar100/img/test/KQPKwelZZO.png,bowl
cifar100/img/test/IxWFeBJfpw.png,bed
cifar100/img/test/HFQDphxnsx.png,motorcycle
cifar100/img/test/LLKBOIhuuD.png,seal
cifar100/img/test/BejyYsiHAF.png,shrew
cifar100/img/test/UUeBYcssKn.png,seal
cifar100/img/test/GpmvGXqtyg.png,snail
