id,category
cifar100/img/test/sLjiGaDIWZ.png,maple_tree
cifar100/img/test/KKZwiHMpuz.png,turtle
cifar100/img/test/AmNLqMVqab.png,castle
cifar100/img/test/UlmTjPXVLs.png,leopard
cifar100/img/test/NpzDQSwnpP.png,turtle
cifar100/img/test/RESkKQPsLW.png,rose
cifar100/img/test/dFFOKYlAND.png,castle
cifar100/img/test/vBqJLuWZXV.png,chair
cifar100/img/test/NicajaUqdt.png,cup
cifar100/img/test/HBvTBOlBGG.png,sweet_pepper
cifar100/img/test/HfVauVTUri.png,cup
cifar100/img/test/dDzkuXaeWR.png,mountain
cifar100/img/test/kLcVAFesbk.png,chimpanzee
cifar100/img/test/NwhqaWSecp.png,cattle
cifar100/img/test/EfPVTwiwRy.png,sunflower
cifar100/img/test/ltwIKckCuk.png,seal
cifar100/img/test/impEApfvGJ.png,leopard
cifar100/img/test/DcGVPyHpzq.png,sweet_pepper
cifar100/img/test/NZewXHfqir.png,caterpillar
cifar100/img/test/zEfCdVwOQr.png,rocket
cifar100/img/test/BuRQvoxeIi.png,skunk
cifar100/img/test/CasuqhChvc.png,crocodile
cifar100/img/test/ayiXLHkUBe.png,hamster
cifar100/img/test/qFadNBNVyu.png,hamster
cifar100/img/test/eOsqcpaeIA.png,cattle
cifar100/img/test/rmooCGNiKc.png,dolphin
cifar100/img/test/ABPFLaCkRu.png,road
cifar100/img/test/FjCnoghApc.png,orange
cifar100/img/test/EhnTNdtIoE.png,bed
cifar100/img/test/RoQWkvAwKK.png,mushroom
cifar100/img/test/FcNqKLPPsM.png,squirrel
cifar100/img/test/AbdqdQkrma.png,house
cifar100/img/test/gUjvRvRJJQ.png,spider
cifar100/img/test/XPQOwmKQoY.png,crocodile
cifar100/img/test/SSPAMebtBr.png,turtle
cifar100/img/test/caANfjbmdV.png,maple_tree
cifar100/img/test/IchrHRNFHW.png,lawn_mower
cifar100/img/test/sGKUCoauSM.png,mountain
cifar100/img/test/KfgjoktHjg.png,wolf
cifar100/img/test/gdQiarcsJh.png,clock
cifar100/img/test/TDbjFYugHY.png,rose
cifar100/img/test/jVJAVVOFoP.png,whale
cifar100/img/test/ksRUIIiSEk.png,trout
cifar100/img/test/qOYTjVojBk.png,keyboard
cifar100/img/test/lNnXrkvLnp.png,orange
cifar100/img/test/BDHnmFSZQH.png,dolphin
cifar100/img/test/vEmiaGPEZI.png,table
cifar100/img/test/UVJwavDWHR.png,willow_tree
cifar100/img/test/tdhRxhlLGy.png,plain
cifar100/img/test/OjyYhuyLVr.png,camel
cifar100/img/test/acpkDHsRpZ.png,dolphin
cifar100/img/test/WjKbfjuKsy.png,trout
cifar100/img/test/VtDEbmkIIV.png,mountain
cifar100/img/test/sMxYwdRmvH.png,lobster
cifar100/img/test/hudyiSoIgp.png,man
cifar100/img/test/HMUUqMHgdw.png,skunk
cifar100/img/test/HXojQRxpKH.png,orange
cifar100/img/test/CPzmVDhvZg.png,rabbit
cifar100/img/test/VJblNiZWFH.png,elephant
cifar100/img/test/fHdEwOHDiO.png,cup
cifar100/img/test/vpPIDVZSfB.png,television
cifar100/img/test/dxUxeoWQMg.png,wardrobe
cifar100/img/test/ehatSbUWEc.png,lawn_mower
cifar100/img/test/wyZqLcWvuQ.png,streetcar
cifar100/img/test/qlvBzosGSf.png,squirrel
cifar100/img/test/aOYcCSbJhT.png,clock
cifar100/img/test/TvnXsotrha.png,possum
cifar100/img/test/cIzjBUABXf.png,lobster
cifar100/img/test/jZlvrxpPvK.png,tiger
cifar100/img/test/sfMIiWPotI.png,lizard
cifar100/img/test/GNmbMPoiUD.png,train
cifar100/img/test/yBrVuKCkWX.png,orchid
cifar100/img/test/vvaRPwraCV.png,fox
cifar100/img/test/xoPhyQeOxu.png,spider
cifar100/img/test/dRtDBXIYkS.png,baby
cifar100/img/test/lOgiysNVIX.png,possum
cifar100/img/test/jLaxQoAlIu.png,clock
cifar100/img/test/ZwjHhNBVPn.png,spider
cifar100/img/test/PoYoPHfsNv.png,rabbit
cifar100/img/test/grWBbqriwR.png,rose
cifar100/img/test/uqijeGKcIW.png,dolphin
cifar100/img/test/PIFyLyRmqd.png,television
cifar100/img/test/mmsJaiIqBY.png,wardrobe
cifar100/img/test/uNWmPLrQWM.png,sunflower
cifar100/img/test/XLIJxvhxsm.png,worm
cifar100/img/test/egaqaMQNiv.png,mushroom
cifar100/img/test/YXcXXolmNv.png,worm
cifar100/img/test/auEfYmcTdv.png,wardrobe
cifar100/img/test/ikxvabNbnp.png,skyscraper
cifar100/img/test/fBmhfZbwtm.png,turtle
cifar100/img/test/PoIeKOGOhR.png,oak_tree
cifar100/img/test/KQOBXSFTEn.png,lion
cifar100/img/test/ovdjTFctjp.png,beaver
cifar100/img/test/VOBThUmqBi.png,cup
cifar100/img/test/gNRhPuKlCg.png,bus
cifar100/img/test/LSHYDFnxZE.png,keyboard
cifar100/img/test/YcooxiyjtP.png,lion
cifar100/img/test/eFLSOjcgSC.png,palm_tree
cifar100/img/test/MreRAyYihV.png,orchid
cifar100/img/test/aEameOvtjd.png,leopard
cifar100/img/test/TncQzXNAQJ.png,dinosaur
cifar100/img/test/UpalHKIEsR.png,clock
cifar100/img/test/yhvNTaDNIo.png,apple
cifar100/img/test/OiwsqXppJw.png,apple
cifar100/img/test/PYzPwilUCB.png,bicycle
cifar100/img/test/CfWLteQocf.png,telephone
cifar100/img/test/NumzvSxiZx.png,dolphin
cifar100/img/test/jSBlDAZmkF.png,camel
cifar100/img/test/DOTDjKJzFQ.png,orchid
cifar100/img/test/tvDPGHLFiz.png,camel
cifar100/img/test/tnYYpmaRKK.png,dolphin
cifar100/img/test/EhzjYXhAbp.png,beaver
cifar100/img/test/RQpTalCuBU.png,tractor
cifar100/img/test/hMvNaEGwWa.png,bed
cifar100/img/test/FVjkvkevdX.png,hamster
cifar100/img/test/eJjKkuhZTf.png,spider
cifar100/img/test/wQZxhcvFQW.png,maple_tree
cifar100/img/test/LiUeSiqeaO.png,otter
cifar100/img/test/hbYcPERHAg.png,wardrobe
cifar100/img/test/DacHuehAXG.png,apple
cifar100/img/test/bNKRzQCmOP.png,cockroach
cifar100/img/test/dqQBgwOmjv.png,palm_tree
cifar100/img/test/pntfjaDexH.png,caterpillar
cifar100/img/test/FeDlkoZIlJ.png,tractor
cifar100/img/test/oxWinyzlpy.png,maple_tree
cifar100/img/test/xemdarIGQC.png,wolf
cifar100/img/test/hgqBxGyQHD.png,spider
cifar100/img/test/AdgkDwDlDy.png,road
