id,category
cifar100/img/test/volcano_s_000012.png,bridge
cifar100/img/test/woods_s_000412.png,squirrel
cifar100/img/test/seal_s_001803.png,beaver
cifar100/img/test/mushroom_s_001755.png,pickup_truck
cifar100/img/test/adriatic_sea_s_000653.png,sea
cifar100/img/test/tulipa_clusiana_s_000175.png,bee
cifar100/img/test/camel_s_001052.png,squirrel
cifar100/img/test/mourning_cloak_s_000143.png,porcupine
cifar100/img/test/cirrostratus_s_000223.png,sea
cifar100/img/test/eating_apple_s_000763.png,apple
cifar100/img/test/adriatic_s_000380.png,television
cifar100/img/test/skunk_s_001175.png,trout
cifar100/img/test/streetcar_s_000382.png,train
cifar100/img/test/sounding_rocket_s_000010.png,rocket
cifar100/img/test/lamp_s_001350.png,lamp
cifar100/img/test/king_of_beasts_s_001221.png,kangaroo
cifar100/img/test/tulipa_clusiana_s_000186.png,tulip
cifar100/img/test/timber_wolf_s_000622.png,wolf
cifar100/img/test/rose_s_002192.png,orchid
cifar100/img/test/valencia_orange_s_001542.png,orange
cifar100/img/test/mountain_rose_s_000209.png,plate
cifar100/img/test/mount_s_002678.png,whale
cifar100/img/test/striped_skunk_s_001304.png,pickup_truck
cifar100/img/test/dinosaur_s_000326.png,palm_tree
cifar100/img/test/chimpanzee_s_000134.png,chimpanzee
cifar100/img/test/oilcan_s_000656.png,television
cifar100/img/test/keyboard_s_001529.png,keyboard
cifar100/img/test/safety_bike_s_000390.png,bicycle
cifar100/img/test/bike_s_000658.png,wardrobe
cifar100/img/test/rose_s_000120.png,boy
cifar100/img/test/chaise_s_001826.png,chair
cifar100/img/test/fishplate_s_000669.png,bowl
cifar100/img/test/motor_mower_s_000528.png,lawn_mower
cifar100/img/test/sea_turtle_s_000882.png,whale
cifar100/img/test/elaeis_guineensis_s_000412.png,palm_tree
cifar100/img/test/mackerel_shark_s_001042.png,crocodile
cifar100/img/test/pickup_truck_s_002755.png,pickup_truck
cifar100/img/test/boy_s_001524.png,boy
cifar100/img/test/sofa_s_000044.png,couch
cifar100/img/test/house_s_000626.png,streetcar
cifar100/img/test/hedgehog_s_001874.png,raccoon
cifar100/img/test/oriental_cockroach_s_000209.png,caterpillar
cifar100/img/test/alp_s_002713.png,keyboard
cifar100/img/test/shark_s_000617.png,dolphin
cifar100/img/test/palm_tree_s_000736.png,palm_tree
cifar100/img/test/clock_s_001335.png,clock
cifar100/img/test/lawn_mower_s_001124.png,motorcycle
cifar100/img/test/pickup_s_000322.png,bowl
cifar100/img/test/striped_skunk_s_001190.png,tank
cifar100/img/test/palace_s_001402.png,castle
cifar100/img/test/beaver_s_001091.png,beaver
cifar100/img/test/honeybee_s_001239.png,pine_tree
cifar100/img/test/soda_bottle_s_001358.png,bottle
cifar100/img/test/pear_s_001406.png,hamster
cifar100/img/test/baby_s_000125.png,woman
cifar100/img/test/halibut_s_000725.png,house
cifar100/img/test/adriatic_sea_s_000963.png,sea
cifar100/img/test/quercus_falcata_s_000284.png,oak_tree
cifar100/img/test/leopard_s_000307.png,leopard
cifar100/img/test/exocet_s_000376.png,dolphin
cifar100/img/test/garden_snail_s_000845.png,butterfly
cifar100/img/test/african_crocodile_s_000958.png,ray
cifar100/img/test/camel_s_001703.png,bear
cifar100/img/test/lapin_s_002009.png,forest
cifar100/img/test/ladybug_s_000652.png,poppy
cifar100/img/test/girl_s_000680.png,woman
cifar100/img/test/lion_s_002289.png,beaver
cifar100/img/test/sunflower_s_000716.png,rose
cifar100/img/test/hedgehog_s_000850.png,porcupine
cifar100/img/test/tulip_s_000383.png,pear
